Country,Sales_Rep_ID,Merchant_ID,Transaction_Date,TPV_Amount,Net_Revenue,Activation_Date
Japan,-6.23E+17,MQ4E2LS2,8/9/2024,1679,6.48175,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/4/2024,1411,2.44325,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/2/2024,672.8,4.45866,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/10/2024,532,-0.34556,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/15/2024,132,0.49138,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/8/2024,1340,4.47759,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/9/2024,667,3.14936,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/24/2024,1168.5,4.64388,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/13/2024,1626.8,7.15339,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/11/2024,839.5,2.72806,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/8/2024,857,3.87387,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/16/2024,775,3.24812,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/26/2024,2719.5,11.40872,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/6/2024,1652.5,5.85661,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/25/2024,1715.49,7.2,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/3/2024,1259,5.05959,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/16/2024,1084,3.50948,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/18/2024,1521.5,6.34874,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/5/2024,1772,6.84982,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/3/2024,933.5,2.44466,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,6/30/2024,1775,8.57769,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/11/2024,1306,4.77259,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/7/2024,943.5,3.52124,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/15/2024,1147,4.79234,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,6/26/2024,782,2.3329,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/17/2024,939,4.06676,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,6/25/2024,1189,5.01301,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/27/2024,1060.5,4.26691,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/9/2024,771.5,3.55178,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/27/2024,2897,13.85716,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/22/2024,900.5,3.59304,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/21/2024,1275.4,5.60074,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/9/2024,1185,5.05333,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/23/2024,2316,9.3502,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/15/2024,1399.25,6.37803,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/4/2024,859,2.65723,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/21/2024,1910.5,7.90694,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/10/2024,1277.5,5.66598,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/2/2024,616,1.89296,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/6/2024,742,2.70074,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/29/2024,935,3.56097,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/4/2024,998,3.21639,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,6/23/2024,1422.5,5.49843,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/30/2024,666,2.07692,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/11/2024,1618,7.40629,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/13/2024,1525,6.95905,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/25/2024,1352.5,6.76461,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,6/20/2024,718,4.5473,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/30/2024,676,3.65314,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/19/2024,1472,5.54103,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/29/2024,534,1.98412,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/10/2024,518,1.96029,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/24/2024,335,1.0109,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/5/2024,712,3.08632,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/17/2024,294.5,1.62965,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/26/2024,1843.58,9.21678,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/26/2024,1320.5,5.26923,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/11/2024,1904,9.4292,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/16/2024,396.4,1.94012,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/3/2024,731,3.40983,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/12/2024,1647.5,7.71885,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/31/2024,1182,5.36211,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,1/2/2025,395.5,1.70179,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/12/2024,1503,6.49309,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/15/2024,1562,5.42124,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/1/2024,762.4,2.65599,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/14/2024,1101.5,5.94649,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/29/2024,958.5,5.27305,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/22/2024,165,0.55731,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/30/2024,1089,5.13806,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/1/2024,1109,3.96818,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/23/2024,620,2.46643,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/20/2024,184,0.7318,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/30/2024,414,2.21779,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/20/2024,2128.5,8.55269,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/9/2024,437.5,2.15091,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/14/2024,1606,6.04014,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/6/2024,791.5,3.18243,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,6/29/2024,2779.5,10.13992,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/10/2024,1348.5,5.12229,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/3/2024,892.5,3.76346,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,1/4/2025,433,1.65919,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/22/2024,1185.5,4.4514,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/23/2024,654.5,2.35814,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/1/2024,104,0.16001,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,1/1/2025,1456,5.20653,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/29/2024,1001.5,3.51167,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/20/2024,2038.09,8.8125,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/2/2024,1091,4.67605,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/26/2024,160,0.57042,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,1/6/2025,363.5,1.27478,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/5/2024,134,0.60732,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/7/2024,684,1.42393,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/17/2024,557,2.60543,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/1/2024,1108.5,3.72199,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/21/2024,268,1.28389,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/25/2024,2105.65,8.28082,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/6/2024,1338,5.03719,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/15/2024,457.99,1.91713,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/28/2024,1619,7.57544,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/24/2024,1598,5.61865,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/27/2024,1098,5.40636,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,7/7/2024,839,3.99532,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/18/2024,609,2.28558,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/29/2024,1095.5,5.54037,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,10/13/2024,852.5,4.81728,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,9/20/2024,2768,10.39792,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/29/2024,123,0.53466,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/7/2024,574,2.49747,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/3/2024,1630.2,6.80557,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,8/28/2024,518.4,2.09318,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/8/2024,103,0.45747,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/15/2024,131,0.01652,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/4/2024,416,2.01901,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,6/28/2024,1006,3.95791,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/23/2024,243,0.60485,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/16/2024,270,1.15813,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/10/2024,51,0.2586,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/31/2024,553,1.87252,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/24/2024,410,1.97892,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,1/3/2025,325,1.03107,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/6/2024,190,0.61752,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/24/2024,495,1.48702,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,1/5/2025,996,3.91447,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/28/2024,788,3.48052,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/21/2024,146,0.39458,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/27/2024,362,1.38329,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/6/2024,79,-0.1221,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/8/2024,532,2.34418,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/25/2024,1129.3,4.97297,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/30/2024,209,0.84961,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/22/2024,713.6,2.95421,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,11/28/2024,309.5,1.20418,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/26/2024,1405,5.8851,6/20/2024
Japan,-6.23E+17,MQ4E2LS2,12/14/2024,549,2.16513,6/20/2024
Japan,5.53E+18,MCCL7CZH,8/8/2024,33,0.22075,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/7/2024,155,1.03912,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/22/2024,112,0.6344,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/7/2024,14,0.08808,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/21/2024,167,1.17124,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/2/2024,53,0.3383,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/15/2024,45,0.3,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/14/2024,255,1.68971,8/14/2024
Japan,5.53E+18,MCCL7CZH,10/5/2024,149,1.01791,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/28/2024,78,0.5112,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/28/2024,165,1.0864,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/10/2024,95.5,0.63923,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/3/2024,30.5,0.20619,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/24/2024,259.5,1.73,8/14/2024
Japan,5.53E+18,MCCL7CZH,7/31/2024,1,-0.00317,8/14/2024
Japan,5.53E+18,MCCL7CZH,10/12/2024,180,1.1631,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/12/2024,135,0.9095,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/1/2024,55,0.34694,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/5/2024,85,0.5637,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/22/2024,137,0.93,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/11/2024,34.5,0.23415,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/25/2024,124,0.35,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/17/2024,20,0.1278,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/14/2024,160.5,1.06636,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/17/2024,90,0.55771,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/6/2024,26,0.1715,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/10/2024,80,0.5178,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/16/2024,160,1.01334,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/27/2024,166,1.10526,8/14/2024
Japan,5.53E+18,MCCL7CZH,2/7/2025,57,0.39,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/8/2024,42,0.28,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/16/2024,110,0.75,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/12/2024,83.5,0.54878,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/8/2024,100,0.726,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/30/2025,35,0.1765,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/28/2024,58,0.4347,8/14/2024
Japan,5.53E+18,MCCL7CZH,12/28/2024,90.5,1.0243,8/14/2024
Japan,5.53E+18,MCCL7CZH,2/14/2025,358,2.3642,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/24/2025,49,0.3532,8/14/2024
Japan,5.53E+18,MCCL7CZH,2/12/2025,55,0.32782,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/10/2024,108,0.69586,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/28/2025,27,0.17614,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/11/2025,173.5,1.2331,8/14/2024
Japan,5.53E+18,MCCL7CZH,2/2/2025,120,0.78964,8/14/2024
Japan,5.53E+18,MCCL7CZH,12/27/2024,92,0.57757,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/1/2024,50,0.33,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/7/2024,24,0.15844,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/13/2024,33,0.19907,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/8/2025,46,0.3,8/14/2024
Japan,5.53E+18,MCCL7CZH,12/21/2024,407,2.62509,8/14/2024
Japan,5.53E+18,MCCL7CZH,2/15/2025,179,1.1877,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/10/2025,60,0.39928,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/30/2024,25,0.1826,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/13/2024,43,0.28,8/14/2024
Japan,5.53E+18,MCCL7CZH,12/7/2024,31.5,0.21336,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/17/2025,100,0.68,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/11/2024,58,0.38104,8/14/2024
Japan,5.53E+18,MCCL7CZH,9/27/2024,12,0.07401,8/14/2024
Japan,5.53E+18,MCCL7CZH,2/1/2025,64.5,0.37,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/19/2024,18,0.11622,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/29/2024,78.5,0.51964,8/14/2024
Japan,5.53E+18,MCCL7CZH,12/31/2024,73,0.56795,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/7/2025,71,0.642,8/14/2024
Japan,5.53E+18,MCCL7CZH,8/21/2024,167,1.0458,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/31/2025,35,0.21436,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/9/2025,52.5,0.35,8/14/2024
Japan,5.53E+18,MCCL7CZH,12/29/2024,76,0.51,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/4/2024,20,0.13029,8/14/2024
Japan,5.53E+18,MCCL7CZH,2/8/2025,573,3.5801,8/14/2024
Japan,5.53E+18,MCCL7CZH,12/18/2024,239,1.5876,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/1/2025,44,0.27831,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/22/2024,55,0.4154,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/25/2025,53,0.34,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/23/2024,86,0.59,8/14/2024
Japan,5.53E+18,MCCL7CZH,11/9/2024,115,0.85472,8/14/2024
Japan,5.53E+18,MCCL7CZH,12/30/2024,144,0.96807,8/14/2024
Japan,5.53E+18,MCCL7CZH,1/4/2025,105,0.71778,8/14/2024
Japan,5.53E+18,MCCL7CZH,2/20/2025,119.5,0,8/14/2024
Japan,5.53E+18,MCCL7CZH,12/15/2024,6,0.0372,8/14/2024
Japan,4.87E+18,MZ64ER99,1/29/2025,532,1.1977,1/28/2025
Japan,4.87E+18,MZ64ER99,2/13/2025,154,0.2578,1/28/2025
Japan,4.87E+18,MZ64ER99,1/24/2025,48,0.0796,1/28/2025
Japan,4.87E+18,MZ64ER99,2/10/2025,120,0.2657,1/28/2025
Japan,4.87E+18,MZ64ER99,1/23/2025,100,0.2032,1/28/2025
Japan,4.87E+18,MZ64ER99,1/28/2025,380,0.8555,1/28/2025
Japan,4.87E+18,MZ64ER99,2/1/2025,130,0.2719,1/28/2025
Japan,4.87E+18,MZ64ER99,1/27/2025,1,-0.0176,1/28/2025
Japan,4.87E+18,MZ64ER99,1/30/2025,140,0.2897,1/28/2025
Japan,4.87E+18,MZ64ER99,1/25/2025,132,0.2902,1/28/2025
Japan,4.87E+18,MZ64ER99,1/21/2025,36,0.0443,1/28/2025
Japan,4.87E+18,MZ64ER99,2/14/2025,70,0.3215,1/28/2025
Japan,4.87E+18,MZ64ER99,2/6/2025,1050,2.4977,1/28/2025
Japan,4.87E+18,MZ64ER99,2/15/2025,100,0.2174,1/28/2025
Japan,4.87E+18,MZ64ER99,2/19/2025,146,0.4326,1/28/2025
Japan,4.87E+18,MZ64ER99,1/31/2025,335,0.7585,1/28/2025
Japan,4.87E+18,MZ64ER99,2/7/2025,232,0.5111,1/28/2025
Japan,4.87E+18,MZ64ER99,1/20/2025,2,-0.0305,1/28/2025
Japan,4.87E+18,MZ64ER99,2/12/2025,150,0.3432,1/28/2025
Turkey,1.63E+18,MC9G9HMV,9/27/2024,431,5.0926,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/3/2024,92,1.0942,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/17/2024,244,2.60478,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/11/2024,415,4.9228,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/27/2024,218,2.6052,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/1/2024,85,0.978,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/20/2024,206,2.4508,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/22/2024,40,0.4661,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/13/2024,310,3.6815,9/28/2024
Turkey,1.63E+18,MC9G9HMV,11/2/2024,275,3.3236,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/26/2024,369,4.26902,9/28/2024
Turkey,1.63E+18,MC9G9HMV,9/24/2024,2,-0.01317,9/28/2024
Turkey,1.63E+18,MC9G9HMV,11/1/2024,369,4.40443,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/16/2024,125,1.4869,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/31/2024,447,5.20814,9/28/2024
Turkey,1.63E+18,MC9G9HMV,9/29/2024,362.3,4.28145,9/28/2024
Turkey,1.63E+18,MC9G9HMV,10/10/2024,215,2.51628,9/28/2024
